User_ID,Topic,Self-Confidence,AI-Adjusted Confidence,Errors,Transition Difficulty,Learning Modality,Frustration
user_786,Attention Mechanisms,8,8,None,HIGH,Video,No
user_747,Overfitting and Regularization,7,7,Incorrect weight initialization,HIGH,Peer Discussion,No
user_776,Autoencoders,9,8,Misused dropout layers,HIGH,Video,No
user_815,GANs,5,4,Incorrect weight initialization,HIGH,Hands-on Coding,Yes
user_504,Attention Mechanisms,8,7,Misclassified overfitting vs underfitting,MEDIUM,Hands-on Coding,No
user_221,Word Embeddings,3,3,None,LOW,Video,No
user_214,Optimization Techniques,9,7,None,LOW,Hands-on Coding,No
user_675,Autoencoders,3,2,None,MEDIUM,Video,No
user_865,Neural Networks,6,6,Incorrect embedding interpretation,LOW,Video,No
user_212,CNNs,2,2,Failed to normalize input data,LOW,Hands-on Coding,No
user_919,CNNs,9,8,None,HIGH,Reading & Notes,No
user_829,Transformers,6,5,Confused batch vs. stochastic gradient descent,HIGH,Reading & Notes,No
user_637,Autoencoders,5,4,None,HIGH,Reading & Notes,Yes
user_953,GANs,10,9,Failed to normalize input data,HIGH,Video,No
user_290,GANs,7,6,Misunderstood positional encoding in transformers,MEDIUM,Reading & Notes,No
user_806,Overfitting and Regularization,9,9,Incorrect weight initialization,MEDIUM,Peer Discussion,No
user_332,Explainability in AI,2,1,Confused reinforcement learning reward shaping,HIGH,Hands-on Coding,Yes
user_606,Reinforcement Learning,10,9,Confused reinforcement learning reward shaping,LOW,Hands-on Coding,No
user_714,Backpropagation,9,7,Confused batch vs. stochastic gradient descent,LOW,Video,No
user_748,Diffusion Models,10,8,Incorrect embedding interpretation,HIGH,Video,Yes
user_212,CNNs,9,7,None,HIGH,Video,Yes
user_650,Neural Networks,1,1,None,MEDIUM,Video,No
user_539,Few-shot Learning,8,7,Incorrect embedding interpretation,HIGH,Reading & Notes,No
user_563,Transformers,6,4,None,MEDIUM,Video,No
user_361,Explainability in AI,3,2,Misused dropout layers,HIGH,Video,Yes
user_048,Autoencoders,4,2,None,LOW,Video,No
user_746,Word Embeddings,9,7,Incorrect weight initialization,HIGH,Hands-on Coding,No
user_421,Ethical AI,6,4,Failed to normalize input data,HIGH,Peer Discussion,Yes
user_804,Multi-modal Learning,3,3,Misclassified overfitting vs underfitting,MEDIUM,Hands-on Coding,No
user_254,Overfitting and Regularization,6,6,Misused dropout layers,LOW,Peer Discussion,No
user_986,Backpropagation,4,3,Misunderstood positional encoding in transformers,HIGH,Hands-on Coding,Yes
user_044,Multi-modal Learning,3,1,None,LOW,Hands-on Coding,No
user_534,Reinforcement Learning,10,8,Confused batch vs. stochastic gradient descent,LOW,Video,No
user_539,Self-supervised Learning,8,6,None,MEDIUM,Hands-on Coding,No
user_790,Self-supervised Learning,4,4,Misclassified overfitting vs underfitting,MEDIUM,Video,No
user_937,Backpropagation,1,1,Misused activation function,MEDIUM,Reading & Notes,No
user_640,Overfitting and Regularization,7,7,Confused reinforcement learning reward shaping,MEDIUM,Reading & Notes,No
user_503,GANs,9,7,None,LOW,Hands-on Coding,No
user_373,Attention Mechanisms,6,5,Confused batch vs. stochastic gradient descent,LOW,Peer Discussion,No
user_858,Diffusion Models,5,3,Incorrect embedding interpretation,LOW,Reading & Notes,No
user_392,LLMs in Real-World Applications,8,8,Confused batch vs. stochastic gradient descent,MEDIUM,Hands-on Coding,No
user_167,Attention Mechanisms,1,1,None,LOW,Reading & Notes,No
user_271,Optimization Techniques,3,2,None,MEDIUM,Peer Discussion,No
user_181,RNNs,4,2,Misunderstood positional encoding in transformers,LOW,Peer Discussion,No
user_797,Reinforcement Learning,10,9,Incorrect embedding interpretation,LOW,Peer Discussion,No
user_749,Vector Search,1,1,Misused dropout layers,HIGH,Video,No
user_164,Neural Networks,1,1,Misclassified overfitting vs underfitting,MEDIUM,Reading & Notes,No
user_455,Few-shot Learning,5,4,None,MEDIUM,Video,No
user_844,GANs,10,9,Failed to normalize input data,MEDIUM,Hands-on Coding,No
user_588,Reinforcement Learning,7,7,Incorrect weight initialization,LOW,Peer Discussion,No
user_760,Reinforcement Learning,5,4,None,MEDIUM,Reading & Notes,No
user_332,Optimization Techniques,1,1,Incorrect weight initialization,MEDIUM,Reading & Notes,No
user_412,RNNs,1,1,Misunderstood positional encoding in transformers,HIGH,Reading & Notes,No
user_834,Ethical AI,4,2,None,LOW,Video,No
user_768,Few-shot Learning,4,4,Incorrect weight initialization,MEDIUM,Reading & Notes,No
user_766,Ethical AI,5,5,Confused convolutional filters,HIGH,Reading & Notes,No
user_121,RNNs,3,1,Misused activation function,MEDIUM,Reading & Notes,No
user_121,Reinforcement Learning,3,2,Misused dropout layers,HIGH,Hands-on Coding,Yes
user_973,Optimization Techniques,1,1,Incorrect embedding interpretation,MEDIUM,Peer Discussion,No
user_497,RNNs,6,6,Misclassified overfitting vs underfitting,MEDIUM,Video,No
user_565,CNNs,3,2,Confused convolutional filters,MEDIUM,Reading & Notes,No
user_752,Ethical AI,2,1,None,LOW,Reading & Notes,No
user_760,LLMs in Real-World Applications,8,7,None,MEDIUM,Video,No
user_900,Explainability in AI,2,1,Confused reinforcement learning reward shaping,LOW,Hands-on Coding,No
user_219,Transformers,7,5,Misunderstood positional encoding in transformers,MEDIUM,Hands-on Coding,No
user_164,Optimization Techniques,2,1,Confused reinforcement learning reward shaping,HIGH,Reading & Notes,No
user_331,LLMs in Real-World Applications,7,5,None,HIGH,Reading & Notes,No
user_380,Optimization Techniques,5,3,None,HIGH,Reading & Notes,No
user_670,Self-supervised Learning,6,4,None,HIGH,Video,No
user_058,Attention Mechanisms,8,7,None,LOW,Hands-on Coding,No
user_746,Ethical AI,9,9,None,LOW,Reading & Notes,No
user_827,Reinforcement Learning,7,5,Misunderstood positional encoding in transformers,HIGH,Video,No
user_576,Autoencoders,10,9,None,MEDIUM,Peer Discussion,No
user_354,Neural Networks,2,1,Misunderstood positional encoding in transformers,LOW,Reading & Notes,No
user_763,Explainability in AI,9,8,None,MEDIUM,Reading & Notes,No
user_315,RNNs,9,9,None,HIGH,Video,No
user_313,Attention Mechanisms,3,1,None,LOW,Hands-on Coding,No
user_154,Word Embeddings,8,7,Confused batch vs. stochastic gradient descent,LOW,Hands-on Coding,No
user_321,Overfitting and Regularization,6,4,Misclassified overfitting vs underfitting,HIGH,Video,Yes
user_880,Ethical AI,8,7,None,HIGH,Video,Yes
user_638,Autoencoders,5,5,Confused convolutional filters,LOW,Peer Discussion,No
user_818,Word Embeddings,8,7,Confused reinforcement learning reward shaping,LOW,Peer Discussion,No
user_221,Gradient Descent,4,3,None,LOW,Video,No
user_462,Overfitting and Regularization,2,2,None,HIGH,Video,No
user_303,Reinforcement Learning,5,4,Confused reinforcement learning reward shaping,HIGH,Peer Discussion,Yes
user_529,CNNs,8,8,Misused dropout layers,MEDIUM,Reading & Notes,No
user_839,Ethical AI,10,9,None,LOW,Hands-on Coding,No
user_136,Few-shot Learning,9,9,Confused reinforcement learning reward shaping,MEDIUM,Reading & Notes,No
user_260,Ethical AI,3,3,Confused reinforcement learning reward shaping,HIGH,Reading & Notes,Yes
user_323,Word Embeddings,1,1,Misused activation function,MEDIUM,Hands-on Coding,No
user_614,Word Embeddings,8,8,Misused dropout layers,MEDIUM,Video,No
user_099,Self-supervised Learning,6,5,Incorrect weight initialization,HIGH,Peer Discussion,No
user_014,Zero-shot Learning,2,1,None,HIGH,Reading & Notes,Yes
user_312,Overfitting and Regularization,5,5,None,HIGH,Reading & Notes,Yes
user_719,Self-supervised Learning,7,6,Misused dropout layers,HIGH,Video,No
user_039,Self-supervised Learning,3,2,Confused batch vs. stochastic gradient descent,LOW,Peer Discussion,No
user_162,Attention Mechanisms,9,8,Confused reinforcement learning reward shaping,LOW,Reading & Notes,No
user_269,Autoencoders,10,8,None,MEDIUM,Video,No
user_152,Attention Mechanisms,8,6,Misused dropout layers,LOW,Hands-on Coding,No
user_500,Backpropagation,9,9,Confused convolutional filters,HIGH,Hands-on Coding,No
user_119,Overfitting and Regularization,8,7,Misclassified overfitting vs underfitting,LOW,Peer Discussion,No
user_634,Few-shot Learning,5,3,None,HIGH,Reading & Notes,Yes
user_389,Transformers,8,6,Misclassified overfitting vs underfitting,HIGH,Reading & Notes,No
user_457,Multi-modal Learning,5,3,None,MEDIUM,Video,No
user_464,Multi-modal Learning,6,6,None,LOW,Reading & Notes,No
user_975,Word Embeddings,4,3,None,MEDIUM,Video,No
user_822,Ethical AI,5,4,None,LOW,Video,No
user_806,Vector Search,2,1,None,LOW,Hands-on Coding,No
user_462,Ethical AI,6,5,Misused activation function,HIGH,Video,No
user_016,Backpropagation,4,3,Incorrect weight initialization,HIGH,Video,No
user_109,Multi-modal Learning,7,6,None,HIGH,Reading & Notes,No
user_495,Optimization Techniques,10,10,None,HIGH,Reading & Notes,Yes
user_212,Zero-shot Learning,3,2,None,MEDIUM,Video,No
user_235,Overfitting and Regularization,4,4,None,HIGH,Reading & Notes,Yes
user_054,Zero-shot Learning,3,3,Confused batch vs. stochastic gradient descent,MEDIUM,Peer Discussion,No
user_670,Neural Networks,9,9,None,HIGH,Hands-on Coding,Yes
user_218,Diffusion Models,5,5,None,HIGH,Video,No
user_114,Diffusion Models,7,6,Failed to normalize input data,LOW,Peer Discussion,No
user_250,Neural Networks,1,1,None,HIGH,Hands-on Coding,No
user_562,Gradient Descent,9,8,None,MEDIUM,Video,No
user_649,Gradient Descent,9,8,Misused dropout layers,MEDIUM,Peer Discussion,No
user_009,CNNs,9,7,Misunderstood positional encoding in transformers,HIGH,Reading & Notes,Yes
user_755,Diffusion Models,2,1,Confused batch vs. stochastic gradient descent,LOW,Hands-on Coding,No
user_773,LLMs in Real-World Applications,10,10,Incorrect embedding interpretation,HIGH,Peer Discussion,Yes
user_333,Word Embeddings,10,10,Misused activation function,MEDIUM,Peer Discussion,No
user_426,Transformers,10,9,None,LOW,Video,No
user_727,Self-supervised Learning,7,6,Failed to normalize input data,HIGH,Hands-on Coding,No
user_033,Attention Mechanisms,5,5,Failed to normalize input data,LOW,Hands-on Coding,No
user_188,CNNs,10,10,Confused batch vs. stochastic gradient descent,MEDIUM,Reading & Notes,No
user_819,GANs,3,1,None,LOW,Hands-on Coding,No
user_633,Transformers,4,2,Incorrect weight initialization,LOW,Hands-on Coding,No
user_712,Explainability in AI,4,4,Failed to normalize input data,LOW,Hands-on Coding,No
user_050,Reinforcement Learning,6,4,Misunderstood positional encoding in transformers,HIGH,Video,Yes
user_962,Explainability in AI,10,10,None,MEDIUM,Peer Discussion,No
user_523,Multi-modal Learning,6,4,Incorrect weight initialization,MEDIUM,Reading & Notes,No
user_799,Word Embeddings,4,2,Misused dropout layers,HIGH,Hands-on Coding,Yes
user_385,Diffusion Models,2,1,Confused convolutional filters,MEDIUM,Reading & Notes,No
user_915,Few-shot Learning,2,2,Misclassified overfitting vs underfitting,MEDIUM,Hands-on Coding,No
user_509,LLMs in Real-World Applications,1,1,Confused reinforcement learning reward shaping,MEDIUM,Hands-on Coding,No
user_974,Gradient Descent,4,4,Incorrect embedding interpretation,HIGH,Peer Discussion,No
user_815,Multi-modal Learning,5,4,Confused reinforcement learning reward shaping,MEDIUM,Reading & Notes,No
user_279,Attention Mechanisms,4,3,Misclassified overfitting vs underfitting,LOW,Hands-on Coding,No
user_113,Backpropagation,3,3,None,LOW,Reading & Notes,No
user_162,Autoencoders,10,8,None,LOW,Hands-on Coding,No
user_180,Autoencoders,6,4,None,LOW,Reading & Notes,No
user_911,Diffusion Models,1,1,Confused batch vs. stochastic gradient descent,HIGH,Video,No
user_442,Multi-modal Learning,9,9,Confused batch vs. stochastic gradient descent,MEDIUM,Hands-on Coding,No
user_940,Optimization Techniques,6,5,Misclassified overfitting vs underfitting,HIGH,Video,Yes
user_803,Gradient Descent,7,5,Incorrect embedding interpretation,MEDIUM,Reading & Notes,No
user_938,GANs,8,7,None,HIGH,Reading & Notes,Yes
user_924,Few-shot Learning,3,2,None,MEDIUM,Hands-on Coding,No
user_405,Self-supervised Learning,9,7,Confused convolutional filters,HIGH,Peer Discussion,Yes
user_942,GANs,8,6,Incorrect embedding interpretation,MEDIUM,Video,No
user_316,Reinforcement Learning,3,2,Incorrect weight initialization,HIGH,Peer Discussion,No
user_834,Explainability in AI,6,6,None,LOW,Reading & Notes,No
user_617,Backpropagation,8,6,Confused reinforcement learning reward shaping,HIGH,Hands-on Coding,No
user_426,Optimization Techniques,1,1,Incorrect weight initialization,LOW,Hands-on Coding,No
user_438,RNNs,7,7,None,MEDIUM,Reading & Notes,No
user_435,Gradient Descent,3,3,Incorrect weight initialization,HIGH,Hands-on Coding,No
user_180,GANs,1,1,Incorrect weight initialization,HIGH,Video,Yes
user_566,Diffusion Models,10,10,Incorrect embedding interpretation,HIGH,Video,No
user_188,Transformers,4,4,Confused batch vs. stochastic gradient descent,LOW,Video,No
user_712,Backpropagation,9,7,Misunderstood positional encoding in transformers,MEDIUM,Video,No
user_267,Optimization Techniques,10,10,None,HIGH,Reading & Notes,Yes
user_364,Zero-shot Learning,10,9,Failed to normalize input data,MEDIUM,Hands-on Coding,No
user_012,Backpropagation,2,1,Confused convolutional filters,HIGH,Peer Discussion,Yes
user_546,Neural Networks,3,3,Confused reinforcement learning reward shaping,MEDIUM,Video,No
user_636,Backpropagation,9,9,Confused convolutional filters,LOW,Video,No
user_837,Optimization Techniques,8,6,Incorrect embedding interpretation,LOW,Hands-on Coding,No
user_366,RNNs,8,7,Confused convolutional filters,LOW,Video,No
user_623,Optimization Techniques,5,5,Confused reinforcement learning reward shaping,MEDIUM,Video,No
user_136,Reinforcement Learning,5,3,None,LOW,Hands-on Coding,No
user_238,CNNs,10,9,None,HIGH,Peer Discussion,Yes
user_308,Neural Networks,4,3,None,HIGH,Video,No
user_305,Word Embeddings,1,1,None,LOW,Peer Discussion,No
user_694,Reinforcement Learning,5,5,Confused reinforcement learning reward shaping,HIGH,Reading & Notes,Yes
user_723,Diffusion Models,8,6,Incorrect weight initialization,HIGH,Hands-on Coding,Yes
user_098,CNNs,6,6,None,MEDIUM,Peer Discussion,No
user_151,Overfitting and Regularization,7,5,Misunderstood positional encoding in transformers,LOW,Peer Discussion,No
user_347,Optimization Techniques,7,7,Incorrect embedding interpretation,MEDIUM,Reading & Notes,No
user_159,Diffusion Models,8,8,None,MEDIUM,Reading & Notes,No
user_335,Diffusion Models,5,4,None,LOW,Hands-on Coding,No
user_482,Reinforcement Learning,6,4,None,LOW,Reading & Notes,No
user_325,Gradient Descent,10,8,Confused reinforcement learning reward shaping,MEDIUM,Reading & Notes,No
user_612,Backpropagation,9,9,None,LOW,Peer Discussion,No
user_158,Word Embeddings,9,9,Failed to normalize input data,MEDIUM,Reading & Notes,No
user_851,CNNs,9,8,None,MEDIUM,Video,No
user_684,Overfitting and Regularization,8,8,Misused activation function,HIGH,Peer Discussion,No
user_977,Gradient Descent,9,9,None,MEDIUM,Reading & Notes,No
user_051,Vector Search,5,4,Incorrect embedding interpretation,MEDIUM,Peer Discussion,No
user_546,Gradient Descent,2,1,Misused dropout layers,LOW,Hands-on Coding,No
user_611,Neural Networks,3,2,None,LOW,Reading & Notes,No
user_294,Backpropagation,3,1,None,MEDIUM,Video,No
user_191,Attention Mechanisms,6,6,Misclassified overfitting vs underfitting,LOW,Reading & Notes,No
user_356,Gradient Descent,10,8,Failed to normalize input data,MEDIUM,Peer Discussion,No
user_300,Neural Networks,8,7,Misused dropout layers,LOW,Hands-on Coding,No
user_162,Reinforcement Learning,3,3,None,HIGH,Reading & Notes,Yes
user_922,Self-supervised Learning,6,5,None,MEDIUM,Reading & Notes,No
user_904,GANs,1,1,Misclassified overfitting vs underfitting,LOW,Reading & Notes,No
user_898,LLMs in Real-World Applications,5,5,None,HIGH,Peer Discussion,No
user_951,Gradient Descent,8,8,None,LOW,Video,No
user_449,Vector Search,5,4,None,HIGH,Hands-on Coding,Yes
user_828,Zero-shot Learning,6,5,Confused convolutional filters,LOW,Peer Discussion,No
user_654,Gradient Descent,1,1,Misunderstood positional encoding in transformers,LOW,Hands-on Coding,No
user_776,LLMs in Real-World Applications,9,8,Confused reinforcement learning reward shaping,MEDIUM,Hands-on Coding,No
user_608,CNNs,5,5,Misunderstood positional encoding in transformers,HIGH,Video,Yes
user_739,Explainability in AI,5,5,None,LOW,Video,No
user_211,Transformers,9,9,None,MEDIUM,Hands-on Coding,No
user_768,Ethical AI,2,2,Misused activation function,MEDIUM,Peer Discussion,No
user_999,LLMs in Real-World Applications,5,5,Confused batch vs. stochastic gradient descent,MEDIUM,Video,No
user_638,Attention Mechanisms,1,1,Misunderstood positional encoding in transformers,MEDIUM,Video,No
user_998,Gradient Descent,4,3,None,LOW,Reading & Notes,No
user_499,Explainability in AI,9,8,None,LOW,Video,No
user_663,Multi-modal Learning,6,4,Misclassified overfitting vs underfitting,HIGH,Peer Discussion,Yes
user_750,LLMs in Real-World Applications,10,10,Failed to normalize input data,LOW,Video,No
user_926,Backpropagation,10,10,Confused convolutional filters,HIGH,Video,Yes
user_996,Explainability in AI,6,4,Confused batch vs. stochastic gradient descent,LOW,Hands-on Coding,No
user_530,Zero-shot Learning,1,1,None,MEDIUM,Reading & Notes,No
user_766,Ethical AI,3,3,None,LOW,Hands-on Coding,No
user_926,Explainability in AI,4,3,None,HIGH,Peer Discussion,No
user_663,Overfitting and Regularization,10,9,None,HIGH,Video,No
user_622,LLMs in Real-World Applications,6,4,Confused convolutional filters,LOW,Video,No
user_314,Optimization Techniques,10,10,Misused dropout layers,LOW,Reading & Notes,No
user_554,Ethical AI,2,1,None,LOW,Reading & Notes,No
user_970,Multi-modal Learning,3,2,None,HIGH,Reading & Notes,No
user_017,Optimization Techniques,5,4,None,HIGH,Reading & Notes,No
user_940,Ethical AI,9,9,Misused activation function,HIGH,Video,Yes
user_885,Attention Mechanisms,3,3,None,LOW,Reading & Notes,No
user_836,Ethical AI,9,8,Misused activation function,MEDIUM,Hands-on Coding,No
user_075,Backpropagation,5,5,Misclassified overfitting vs underfitting,HIGH,Video,No
user_601,Ethical AI,5,4,Confused convolutional filters,LOW,Peer Discussion,No
user_396,GANs,5,3,Failed to normalize input data,LOW,Video,No
user_613,Autoencoders,9,8,None,HIGH,Hands-on Coding,Yes
user_380,Few-shot Learning,8,6,Misclassified overfitting vs underfitting,MEDIUM,Peer Discussion,No
user_106,Diffusion Models,3,2,Incorrect embedding interpretation,MEDIUM,Video,No
user_929,Few-shot Learning,1,1,Misused dropout layers,MEDIUM,Hands-on Coding,No
user_128,Reinforcement Learning,7,7,None,MEDIUM,Hands-on Coding,No
user_591,Overfitting and Regularization,4,2,Confused reinforcement learning reward shaping,LOW,Peer Discussion,No
user_785,Word Embeddings,4,4,None,MEDIUM,Hands-on Coding,No
user_169,Backpropagation,3,2,None,HIGH,Reading & Notes,No
user_517,Few-shot Learning,6,4,Failed to normalize input data,HIGH,Peer Discussion,No
user_311,Vector Search,7,5,Incorrect weight initialization,MEDIUM,Reading & Notes,No
user_099,Overfitting and Regularization,8,8,Misused dropout layers,LOW,Reading & Notes,No
user_576,Attention Mechanisms,8,7,Misclassified overfitting vs underfitting,LOW,Peer Discussion,No
user_213,Gradient Descent,8,8,Misused dropout layers,MEDIUM,Reading & Notes,No
user_754,Self-supervised Learning,9,8,Confused convolutional filters,LOW,Reading & Notes,No
user_414,Attention Mechanisms,7,7,None,HIGH,Reading & Notes,Yes
user_062,Overfitting and Regularization,5,3,Misunderstood positional encoding in transformers,MEDIUM,Video,No
user_675,Diffusion Models,6,6,None,LOW,Hands-on Coding,No
user_509,GANs,7,5,None,HIGH,Video,No
user_012,Reinforcement Learning,2,1,Misused activation function,HIGH,Reading & Notes,No
user_093,Autoencoders,3,1,Confused reinforcement learning reward shaping,LOW,Hands-on Coding,No
user_409,LLMs in Real-World Applications,8,8,None,MEDIUM,Video,No
user_153,Explainability in AI,10,10,Misclassified overfitting vs underfitting,LOW,Hands-on Coding,No
user_389,Backpropagation,2,2,Misused dropout layers,LOW,Reading & Notes,No
user_386,LLMs in Real-World Applications,2,1,Misclassified overfitting vs underfitting,LOW,Hands-on Coding,No
user_311,Zero-shot Learning,1,1,Confused convolutional filters,LOW,Video,No
user_985,Zero-shot Learning,8,6,Misclassified overfitting vs underfitting,HIGH,Hands-on Coding,No
user_071,Self-supervised Learning,5,4,Misused dropout layers,HIGH,Hands-on Coding,Yes
user_858,Overfitting and Regularization,6,4,Incorrect embedding interpretation,MEDIUM,Reading & Notes,No
user_049,RNNs,5,4,Misused dropout layers,HIGH,Reading & Notes,No
user_092,Neural Networks,5,5,Confused convolutional filters,HIGH,Video,No
user_431,Gradient Descent,5,5,Misclassified overfitting vs underfitting,LOW,Peer Discussion,No
user_272,Explainability in AI,9,7,Confused convolutional filters,LOW,Reading & Notes,No
user_737,GANs,7,7,Incorrect embedding interpretation,HIGH,Hands-on Coding,No
user_690,RNNs,6,5,Misunderstood positional encoding in transformers,LOW,Video,No
user_746,Gradient Descent,10,8,None,HIGH,Reading & Notes,No
user_043,LLMs in Real-World Applications,1,1,None,LOW,Reading & Notes,No
user_403,Ethical AI,9,9,Incorrect weight initialization,MEDIUM,Peer Discussion,No
user_571,GANs,9,9,Failed to normalize input data,HIGH,Reading & Notes,No
user_307,Gradient Descent,1,1,None,HIGH,Peer Discussion,Yes
user_409,Autoencoders,9,8,Misused activation function,LOW,Reading & Notes,No
user_024,Reinforcement Learning,1,1,Misused activation function,HIGH,Video,No
user_591,Neural Networks,2,1,None,MEDIUM,Reading & Notes,No
user_082,Overfitting and Regularization,10,10,Confused reinforcement learning reward shaping,LOW,Video,No
user_133,Backpropagation,10,10,None,HIGH,Video,Yes
user_359,Diffusion Models,10,9,None,MEDIUM,Video,No
user_753,RNNs,4,3,None,HIGH,Reading & Notes,No
user_566,Reinforcement Learning,10,8,None,HIGH,Peer Discussion,Yes
user_806,Overfitting and Regularization,2,1,None,MEDIUM,Peer Discussion,No
user_388,Zero-shot Learning,5,4,Confused reinforcement learning reward shaping,HIGH,Video,Yes
user_189,Neural Networks,1,1,Confused batch vs. stochastic gradient descent,MEDIUM,Reading & Notes,No
user_250,Few-shot Learning,8,6,None,HIGH,Hands-on Coding,Yes
user_174,Autoencoders,2,1,Incorrect weight initialization,MEDIUM,Hands-on Coding,No
user_535,Multi-modal Learning,1,1,Incorrect weight initialization,MEDIUM,Peer Discussion,No
user_506,Explainability in AI,5,3,Misunderstood positional encoding in transformers,MEDIUM,Peer Discussion,No
user_872,Transformers,4,4,None,MEDIUM,Reading & Notes,No
user_026,Reinforcement Learning,6,4,Incorrect weight initialization,LOW,Hands-on Coding,No
user_987,Explainability in AI,8,6,Confused convolutional filters,LOW,Peer Discussion,No
user_706,Few-shot Learning,1,1,None,LOW,Hands-on Coding,No
user_669,Backpropagation,9,8,None,MEDIUM,Video,No
user_009,GANs,3,3,None,LOW,Video,No
user_579,Multi-modal Learning,1,1,None,MEDIUM,Peer Discussion,No
user_600,Backpropagation,9,9,None,MEDIUM,Peer Discussion,No
user_565,Backpropagation,7,6,Failed to normalize input data,HIGH,Video,Yes
user_424,Zero-shot Learning,7,5,Confused reinforcement learning reward shaping,LOW,Hands-on Coding,No
user_680,Optimization Techniques,5,3,Misused dropout layers,HIGH,Reading & Notes,Yes
user_272,Diffusion Models,4,4,Misused dropout layers,LOW,Video,No
user_373,Word Embeddings,6,6,Confused batch vs. stochastic gradient descent,LOW,Reading & Notes,No
user_548,Backpropagation,2,1,Confused reinforcement learning reward shaping,MEDIUM,Video,No
user_683,Attention Mechanisms,7,5,None,LOW,Reading & Notes,No
user_552,Few-shot Learning,6,6,None,LOW,Hands-on Coding,No
user_226,Gradient Descent,2,2,Misused dropout layers,HIGH,Hands-on Coding,No
user_214,Attention Mechanisms,3,2,None,MEDIUM,Reading & Notes,No
user_013,RNNs,6,6,None,HIGH,Hands-on Coding,No
user_565,Ethical AI,9,7,Confused reinforcement learning reward shaping,LOW,Peer Discussion,No
user_869,Explainability in AI,5,5,None,MEDIUM,Peer Discussion,No
user_733,RNNs,2,1,None,LOW,Hands-on Coding,No
user_220,Backpropagation,4,3,Misused activation function,LOW,Peer Discussion,No
user_926,Reinforcement Learning,4,4,None,MEDIUM,Peer Discussion,No
user_524,Diffusion Models,2,2,None,HIGH,Reading & Notes,Yes
user_669,Backpropagation,6,5,Misclassified overfitting vs underfitting,MEDIUM,Peer Discussion,No
user_002,Neural Networks,2,1,Confused reinforcement learning reward shaping,LOW,Reading & Notes,No
user_813,LLMs in Real-World Applications,7,6,None,HIGH,Hands-on Coding,No
user_847,Optimization Techniques,2,1,Incorrect embedding interpretation,MEDIUM,Reading & Notes,No
user_693,Transformers,10,8,None,MEDIUM,Video,No
user_912,Diffusion Models,5,4,None,MEDIUM,Reading & Notes,No
user_657,Autoencoders,5,4,None,MEDIUM,Video,No
user_053,Overfitting and Regularization,4,2,Confused convolutional filters,HIGH,Hands-on Coding,No
user_845,LLMs in Real-World Applications,7,5,None,MEDIUM,Peer Discussion,No
user_939,Reinforcement Learning,3,1,Failed to normalize input data,MEDIUM,Peer Discussion,No
user_062,Zero-shot Learning,5,5,Incorrect embedding interpretation,HIGH,Reading & Notes,Yes
user_854,Attention Mechanisms,4,4,Misused dropout layers,LOW,Hands-on Coding,No
user_206,Diffusion Models,1,1,Misunderstood positional encoding in transformers,HIGH,Peer Discussion,Yes
user_194,Reinforcement Learning,2,1,Misclassified overfitting vs underfitting,MEDIUM,Peer Discussion,No
user_370,Optimization Techniques,6,5,None,MEDIUM,Reading & Notes,No
user_631,Gradient Descent,3,1,Failed to normalize input data,LOW,Reading & Notes,No
user_351,Transformers,10,10,Confused convolutional filters,LOW,Hands-on Coding,No
user_904,Diffusion Models,7,5,Misunderstood positional encoding in transformers,MEDIUM,Hands-on Coding,No
user_926,Zero-shot Learning,2,1,None,MEDIUM,Video,No
user_505,Ethical AI,8,8,None,LOW,Video,No
user_362,Diffusion Models,3,2,Misused activation function,HIGH,Video,No
user_711,Multi-modal Learning,2,1,Misused dropout layers,MEDIUM,Video,No
user_237,RNNs,9,9,None,MEDIUM,Peer Discussion,No
user_505,Word Embeddings,1,1,Misused activation function,LOW,Peer Discussion,No
user_223,Explainability in AI,8,8,None,MEDIUM,Hands-on Coding,No
user_323,Autoencoders,7,5,Misunderstood positional encoding in transformers,HIGH,Hands-on Coding,No
user_487,Attention Mechanisms,3,3,Misused dropout layers,MEDIUM,Reading & Notes,No
user_010,Overfitting and Regularization,8,7,Incorrect weight initialization,LOW,Peer Discussion,No
user_628,CNNs,10,8,Confused reinforcement learning reward shaping,HIGH,Hands-on Coding,No
user_197,Backpropagation,1,1,Incorrect weight initialization,HIGH,Hands-on Coding,Yes
user_488,Diffusion Models,6,5,None,LOW,Peer Discussion,No
user_937,Few-shot Learning,10,10,Misunderstood positional encoding in transformers,MEDIUM,Peer Discussion,No
user_369,Autoencoders,7,5,None,LOW,Reading & Notes,No
user_537,Few-shot Learning,6,6,Confused batch vs. stochastic gradient descent,MEDIUM,Peer Discussion,No
user_367,Gradient Descent,7,5,Failed to normalize input data,MEDIUM,Peer Discussion,No
user_836,CNNs,6,4,None,HIGH,Peer Discussion,No
user_537,LLMs in Real-World Applications,10,10,Confused convolutional filters,LOW,Video,No
user_608,Reinforcement Learning,10,8,Misunderstood positional encoding in transformers,LOW,Hands-on Coding,No
user_548,Word Embeddings,3,1,Misclassified overfitting vs underfitting,HIGH,Peer Discussion,Yes
user_419,Backpropagation,2,1,Misused activation function,LOW,Video,No
user_463,Ethical AI,2,2,None,LOW,Hands-on Coding,No
user_280,RNNs,6,6,None,LOW,Reading & Notes,No
user_323,Transformers,10,9,Confused reinforcement learning reward shaping,MEDIUM,Video,No
