User_ID,Topic,Self-Confidence,AI-Adjusted Confidence,Errors,Transition Difficulty,Learning Modality,Frustration
user_428,CNNs,6,4,None,MEDIUM,Reading & Notes,No
user_260,Neural Networks,4,4,Confused reinforcement learning reward shaping,LOW,Reading & Notes,No
user_665,Reinforcement Learning,8,7,Confused convolutional filters,HIGH,Reading & Notes,No
user_081,Optimization Techniques,1,1,Failed to normalize input data,MEDIUM,Video,No
user_455,Reinforcement Learning,10,9,Misused activation function,LOW,Hands-on Coding,No
user_988,Zero-shot Learning,9,7,Incorrect embedding interpretation,HIGH,Peer Discussion,Yes
user_071,Few-shot Learning,7,7,None,MEDIUM,Hands-on Coding,No
user_542,Autoencoders,2,1,None,LOW,Video,No
user_085,Attention Mechanisms,6,6,None,LOW,Reading & Notes,No
user_576,Zero-shot Learning,3,1,Incorrect weight initialization,LOW,Peer Discussion,No
user_233,Few-shot Learning,8,8,Misclassified overfitting vs underfitting,LOW,Video,No
user_594,Overfitting and Regularization,1,1,Misused dropout layers,LOW,Peer Discussion,No
user_473,Word Embeddings,2,2,Misused activation function,MEDIUM,Reading & Notes,No
user_147,Autoencoders,4,2,Confused reinforcement learning reward shaping,LOW,Reading & Notes,No
user_812,Overfitting and Regularization,10,10,Misclassified overfitting vs underfitting,LOW,Hands-on Coding,No
user_734,Few-shot Learning,4,2,Misunderstood positional encoding in transformers,LOW,Video,No
user_966,Vector Search,9,7,Failed to normalize input data,LOW,Peer Discussion,No
user_859,Overfitting and Regularization,6,5,Failed to normalize input data,MEDIUM,Peer Discussion,No
user_100,Neural Networks,5,5,None,HIGH,Video,Yes
user_795,LLMs in Real-World Applications,9,9,Confused convolutional filters,MEDIUM,Hands-on Coding,No
user_347,Word Embeddings,5,3,Misunderstood positional encoding in transformers,LOW,Peer Discussion,No
user_300,Word Embeddings,1,1,Incorrect weight initialization,MEDIUM,Hands-on Coding,No
user_091,Diffusion Models,10,9,Confused reinforcement learning reward shaping,LOW,Hands-on Coding,No
user_306,Attention Mechanisms,5,5,Confused batch vs. stochastic gradient descent,HIGH,Video,Yes
user_356,Backpropagation,3,2,Confused batch vs. stochastic gradient descent,HIGH,Hands-on Coding,No
user_277,Few-shot Learning,10,8,None,MEDIUM,Hands-on Coding,No
user_646,RNNs,10,9,Confused batch vs. stochastic gradient descent,LOW,Peer Discussion,No
user_306,Neural Networks,10,9,None,MEDIUM,Video,No
user_803,GANs,2,1,Confused batch vs. stochastic gradient descent,MEDIUM,Video,No
user_429,Attention Mechanisms,7,5,Failed to normalize input data,HIGH,Hands-on Coding,No
user_582,Backpropagation,8,8,Misclassified overfitting vs underfitting,HIGH,Video,Yes
user_031,Diffusion Models,10,10,Confused convolutional filters,MEDIUM,Peer Discussion,No
user_167,Ethical AI,10,9,Incorrect embedding interpretation,LOW,Reading & Notes,No
user_031,Overfitting and Regularization,3,2,Confused reinforcement learning reward shaping,HIGH,Hands-on Coding,No
user_361,Multi-modal Learning,10,10,Incorrect weight initialization,MEDIUM,Reading & Notes,No
user_328,GANs,3,1,Incorrect embedding interpretation,HIGH,Reading & Notes,Yes
user_328,Zero-shot Learning,4,2,None,MEDIUM,Hands-on Coding,No
user_270,Multi-modal Learning,2,1,Confused convolutional filters,MEDIUM,Peer Discussion,No
user_324,Self-supervised Learning,4,4,Misused dropout layers,MEDIUM,Peer Discussion,No
user_196,Diffusion Models,9,7,Incorrect embedding interpretation,LOW,Reading & Notes,No
user_870,Gradient Descent,5,5,Incorrect embedding interpretation,LOW,Video,No
user_023,Self-supervised Learning,5,5,Confused reinforcement learning reward shaping,MEDIUM,Reading & Notes,No
user_616,Few-shot Learning,10,8,None,MEDIUM,Hands-on Coding,No
user_349,Vector Search,1,1,Incorrect embedding interpretation,MEDIUM,Peer Discussion,No
user_652,Few-shot Learning,6,6,Incorrect embedding interpretation,LOW,Peer Discussion,No
user_550,Transformers,9,8,Confused convolutional filters,LOW,Hands-on Coding,No
user_660,LLMs in Real-World Applications,10,8,Incorrect embedding interpretation,LOW,Reading & Notes,No
user_766,Reinforcement Learning,2,1,None,LOW,Reading & Notes,No
user_415,Ethical AI,10,8,None,LOW,Hands-on Coding,No
user_230,Neural Networks,7,6,Confused batch vs. stochastic gradient descent,MEDIUM,Reading & Notes,No
user_304,Explainability in AI,10,8,Misunderstood positional encoding in transformers,HIGH,Peer Discussion,No
user_413,Gradient Descent,2,2,None,MEDIUM,Hands-on Coding,No
user_779,Gradient Descent,5,4,None,HIGH,Video,Yes
user_450,Optimization Techniques,2,1,None,LOW,Video,No
user_480,Few-shot Learning,7,5,Failed to normalize input data,HIGH,Hands-on Coding,No
user_493,Backpropagation,10,9,Confused reinforcement learning reward shaping,LOW,Video,No
user_065,Self-supervised Learning,8,7,Incorrect embedding interpretation,LOW,Video,No
user_121,Gradient Descent,8,8,None,LOW,Hands-on Coding,No
user_331,Ethical AI,2,1,None,LOW,Reading & Notes,No
user_829,Vector Search,8,8,None,LOW,Reading & Notes,No
user_555,Few-shot Learning,10,8,Failed to normalize input data,LOW,Hands-on Coding,No
user_677,Reinforcement Learning,9,8,Failed to normalize input data,HIGH,Video,Yes
user_569,Gradient Descent,8,8,Confused reinforcement learning reward shaping,HIGH,Peer Discussion,Yes
user_252,Reinforcement Learning,7,5,None,MEDIUM,Reading & Notes,No
user_621,Few-shot Learning,8,7,None,LOW,Video,No
user_306,GANs,2,1,Confused batch vs. stochastic gradient descent,MEDIUM,Video,No
user_475,Multi-modal Learning,6,5,None,LOW,Video,No
user_321,Backpropagation,5,4,None,LOW,Reading & Notes,No
user_423,CNNs,9,9,Incorrect weight initialization,HIGH,Peer Discussion,No
user_023,Zero-shot Learning,5,3,None,LOW,Hands-on Coding,No
user_656,Reinforcement Learning,2,2,Incorrect weight initialization,MEDIUM,Peer Discussion,No
user_954,LLMs in Real-World Applications,2,2,Incorrect embedding interpretation,MEDIUM,Reading & Notes,No
user_039,GANs,3,1,Confused convolutional filters,MEDIUM,Peer Discussion,No
user_888,Self-supervised Learning,6,4,None,LOW,Reading & Notes,No
user_463,Optimization Techniques,1,1,Confused batch vs. stochastic gradient descent,MEDIUM,Video,No
user_597,RNNs,8,8,Misused dropout layers,HIGH,Peer Discussion,No
user_167,Few-shot Learning,9,9,None,HIGH,Peer Discussion,Yes
user_703,Zero-shot Learning,4,4,Incorrect weight initialization,MEDIUM,Hands-on Coding,No
user_957,Vector Search,5,4,None,MEDIUM,Peer Discussion,No
user_544,Word Embeddings,7,7,Misused dropout layers,HIGH,Peer Discussion,No
user_199,Self-supervised Learning,7,5,Confused convolutional filters,HIGH,Reading & Notes,Yes
user_533,Reinforcement Learning,6,4,None,HIGH,Hands-on Coding,No
user_272,GANs,1,1,None,LOW,Peer Discussion,No
user_373,Zero-shot Learning,9,7,Misused activation function,LOW,Video,No
user_156,Few-shot Learning,5,4,None,LOW,Reading & Notes,No
user_100,Multi-modal Learning,4,4,Incorrect weight initialization,HIGH,Peer Discussion,Yes
user_725,Few-shot Learning,2,1,None,MEDIUM,Peer Discussion,No
user_665,Neural Networks,8,8,None,LOW,Hands-on Coding,No
user_834,Ethical AI,5,5,None,LOW,Reading & Notes,No
user_220,Transformers,3,1,None,HIGH,Video,Yes
user_930,CNNs,2,2,Failed to normalize input data,HIGH,Video,No
user_079,Gradient Descent,4,3,Misused activation function,MEDIUM,Peer Discussion,No
user_642,Gradient Descent,5,5,None,HIGH,Hands-on Coding,Yes
user_328,Autoencoders,4,4,Incorrect weight initialization,HIGH,Hands-on Coding,Yes
user_736,Backpropagation,8,8,Confused batch vs. stochastic gradient descent,MEDIUM,Hands-on Coding,No
user_470,Gradient Descent,7,6,Incorrect weight initialization,HIGH,Hands-on Coding,No
user_062,Self-supervised Learning,2,1,Confused reinforcement learning reward shaping,HIGH,Reading & Notes,Yes
user_537,Few-shot Learning,2,2,None,LOW,Hands-on Coding,No
user_526,Autoencoders,3,3,None,LOW,Peer Discussion,No
user_273,Word Embeddings,9,7,Confused reinforcement learning reward shaping,HIGH,Peer Discussion,Yes
user_341,Explainability in AI,3,1,None,HIGH,Peer Discussion,Yes
user_469,LLMs in Real-World Applications,9,8,Confused reinforcement learning reward shaping,HIGH,Reading & Notes,Yes
user_394,Diffusion Models,4,2,None,LOW,Reading & Notes,No
user_810,Reinforcement Learning,3,2,None,LOW,Hands-on Coding,No
user_092,Overfitting and Regularization,7,5,Incorrect weight initialization,MEDIUM,Video,No
user_223,Attention Mechanisms,7,7,Confused batch vs. stochastic gradient descent,LOW,Reading & Notes,No
user_115,Diffusion Models,1,1,Misunderstood positional encoding in transformers,MEDIUM,Video,No
user_063,Ethical AI,1,1,Incorrect embedding interpretation,LOW,Peer Discussion,No
user_597,Transformers,3,2,Misclassified overfitting vs underfitting,MEDIUM,Video,No
user_200,Attention Mechanisms,8,8,Incorrect weight initialization,LOW,Hands-on Coding,No
user_416,GANs,9,9,Misunderstood positional encoding in transformers,HIGH,Peer Discussion,No
user_004,GANs,3,3,None,MEDIUM,Video,No
user_501,Multi-modal Learning,5,3,None,LOW,Hands-on Coding,No
user_688,Few-shot Learning,4,3,Misclassified overfitting vs underfitting,MEDIUM,Peer Discussion,No
user_757,Attention Mechanisms,7,7,None,MEDIUM,Video,No
user_986,Word Embeddings,1,1,None,HIGH,Video,Yes
user_165,Transformers,8,7,None,MEDIUM,Reading & Notes,No
user_869,Multi-modal Learning,7,7,None,HIGH,Reading & Notes,No
user_551,Word Embeddings,9,9,Confused convolutional filters,HIGH,Peer Discussion,No
user_891,Neural Networks,6,5,None,HIGH,Hands-on Coding,No
user_285,Attention Mechanisms,9,8,None,MEDIUM,Reading & Notes,No
user_335,Word Embeddings,8,6,Failed to normalize input data,MEDIUM,Peer Discussion,No
user_172,CNNs,8,7,Incorrect embedding interpretation,LOW,Video,No
user_581,Multi-modal Learning,3,1,Confused convolutional filters,LOW,Peer Discussion,No
user_223,Multi-modal Learning,3,3,Misused activation function,HIGH,Peer Discussion,Yes
user_214,CNNs,4,4,None,MEDIUM,Hands-on Coding,No
user_146,Multi-modal Learning,3,3,None,HIGH,Peer Discussion,No
user_634,Explainability in AI,2,1,Misused dropout layers,MEDIUM,Hands-on Coding,No
user_923,Explainability in AI,2,2,None,HIGH,Reading & Notes,Yes
user_277,Ethical AI,5,5,Misclassified overfitting vs underfitting,LOW,Hands-on Coding,No
user_247,Vector Search,7,5,Misused dropout layers,LOW,Hands-on Coding,No
user_832,Word Embeddings,1,1,Incorrect weight initialization,HIGH,Hands-on Coding,No
user_687,Few-shot Learning,7,6,Misclassified overfitting vs underfitting,LOW,Hands-on Coding,No
user_607,Multi-modal Learning,6,5,Misused activation function,LOW,Peer Discussion,No
user_603,Transformers,5,4,Failed to normalize input data,MEDIUM,Hands-on Coding,No
user_915,RNNs,7,5,Confused reinforcement learning reward shaping,LOW,Peer Discussion,No
user_931,Attention Mechanisms,7,7,None,LOW,Peer Discussion,No
user_772,Explainability in AI,3,1,Confused convolutional filters,LOW,Peer Discussion,No
user_330,Overfitting and Regularization,6,6,Failed to normalize input data,HIGH,Peer Discussion,Yes
user_835,Reinforcement Learning,9,9,Confused batch vs. stochastic gradient descent,LOW,Hands-on Coding,No
user_626,Backpropagation,9,9,Failed to normalize input data,HIGH,Video,No
user_429,CNNs,9,8,Incorrect weight initialization,LOW,Video,No
user_281,Few-shot Learning,10,9,Confused reinforcement learning reward shaping,HIGH,Reading & Notes,No
user_172,LLMs in Real-World Applications,9,8,None,LOW,Peer Discussion,No
user_171,RNNs,6,5,None,MEDIUM,Video,No
user_018,LLMs in Real-World Applications,9,7,Confused batch vs. stochastic gradient descent,MEDIUM,Hands-on Coding,No
user_939,Diffusion Models,2,1,None,MEDIUM,Peer Discussion,No
user_006,Attention Mechanisms,1,1,Incorrect embedding interpretation,HIGH,Video,Yes
user_237,Attention Mechanisms,2,1,None,LOW,Hands-on Coding,No
user_650,Few-shot Learning,4,4,Misused activation function,HIGH,Reading & Notes,No
user_282,Zero-shot Learning,4,3,None,MEDIUM,Reading & Notes,No
user_973,Diffusion Models,8,7,Failed to normalize input data,MEDIUM,Peer Discussion,No
user_953,Reinforcement Learning,4,2,Incorrect embedding interpretation,MEDIUM,Peer Discussion,No
user_568,LLMs in Real-World Applications,2,1,Confused batch vs. stochastic gradient descent,LOW,Video,No
user_239,Transformers,4,2,Misclassified overfitting vs underfitting,MEDIUM,Video,No
user_017,Zero-shot Learning,1,1,Confused reinforcement learning reward shaping,HIGH,Video,No
user_463,GANs,6,6,None,HIGH,Hands-on Coding,No
user_684,Reinforcement Learning,3,2,None,LOW,Hands-on Coding,No
user_449,Backpropagation,7,5,None,MEDIUM,Video,No
user_909,Few-shot Learning,9,8,Misclassified overfitting vs underfitting,LOW,Reading & Notes,No
user_188,Vector Search,6,5,Confused convolutional filters,HIGH,Video,Yes
user_737,Overfitting and Regularization,9,7,Misunderstood positional encoding in transformers,HIGH,Video,Yes
user_617,Overfitting and Regularization,5,4,None,MEDIUM,Peer Discussion,No
user_252,RNNs,5,4,None,LOW,Reading & Notes,No
user_252,RNNs,3,1,Incorrect weight initialization,MEDIUM,Video,No
user_059,Zero-shot Learning,2,1,Confused batch vs. stochastic gradient descent,MEDIUM,Video,No
user_007,Autoencoders,1,1,Confused convolutional filters,LOW,Hands-on Coding,No
user_148,GANs,10,10,Misused dropout layers,MEDIUM,Hands-on Coding,No
user_067,Zero-shot Learning,7,6,None,MEDIUM,Hands-on Coding,No
user_938,LLMs in Real-World Applications,10,8,None,HIGH,Peer Discussion,No
user_311,GANs,7,5,None,MEDIUM,Hands-on Coding,No
user_041,Overfitting and Regularization,1,1,None,HIGH,Reading & Notes,No
user_640,Transformers,4,4,Confused reinforcement learning reward shaping,MEDIUM,Reading & Notes,No
user_726,Overfitting and Regularization,4,2,None,HIGH,Video,Yes
user_353,LLMs in Real-World Applications,8,8,Misunderstood positional encoding in transformers,LOW,Reading & Notes,No
user_477,Attention Mechanisms,10,9,None,LOW,Reading & Notes,No
user_910,Reinforcement Learning,4,3,Failed to normalize input data,LOW,Video,No
user_787,Ethical AI,5,4,Incorrect embedding interpretation,MEDIUM,Hands-on Coding,No
user_326,Few-shot Learning,5,3,Confused batch vs. stochastic gradient descent,LOW,Video,No
user_984,Autoencoders,5,5,None,LOW,Hands-on Coding,No
user_703,Diffusion Models,2,1,Confused convolutional filters,MEDIUM,Hands-on Coding,No
user_181,Overfitting and Regularization,10,8,Failed to normalize input data,LOW,Hands-on Coding,No
user_789,Explainability in AI,5,3,None,MEDIUM,Peer Discussion,No
user_136,Explainability in AI,7,6,None,MEDIUM,Hands-on Coding,No
user_695,Gradient Descent,9,7,Confused convolutional filters,HIGH,Hands-on Coding,No
user_444,GANs,5,5,Misused dropout layers,MEDIUM,Peer Discussion,No
user_677,CNNs,9,9,Misunderstood positional encoding in transformers,HIGH,Video,Yes
user_287,CNNs,6,5,None,HIGH,Hands-on Coding,Yes
user_534,LLMs in Real-World Applications,9,8,Confused convolutional filters,LOW,Reading & Notes,No
user_458,Transformers,4,3,Misused dropout layers,LOW,Video,No
user_436,Diffusion Models,9,8,None,LOW,Peer Discussion,No
user_306,RNNs,10,8,None,HIGH,Hands-on Coding,Yes
user_326,Few-shot Learning,5,5,Incorrect embedding interpretation,HIGH,Video,No
user_619,Diffusion Models,10,10,Misclassified overfitting vs underfitting,LOW,Peer Discussion,No
user_697,Diffusion Models,5,3,Incorrect embedding interpretation,HIGH,Video,Yes
user_225,Transformers,5,4,None,HIGH,Peer Discussion,Yes
user_419,Overfitting and Regularization,5,3,Confused convolutional filters,MEDIUM,Reading & Notes,No
user_183,Few-shot Learning,9,8,Misunderstood positional encoding in transformers,HIGH,Peer Discussion,No
user_060,Vector Search,5,5,Confused reinforcement learning reward shaping,MEDIUM,Peer Discussion,No
user_005,Optimization Techniques,4,2,None,LOW,Peer Discussion,No
user_049,Neural Networks,8,7,None,HIGH,Hands-on Coding,Yes
user_728,Gradient Descent,5,4,Misused activation function,MEDIUM,Reading & Notes,No
user_782,Neural Networks,6,4,None,MEDIUM,Peer Discussion,No
user_507,Self-supervised Learning,4,4,None,LOW,Video,No
user_955,Few-shot Learning,8,6,Failed to normalize input data,LOW,Peer Discussion,No
user_173,LLMs in Real-World Applications,10,8,None,HIGH,Peer Discussion,No
user_080,Attention Mechanisms,8,7,None,LOW,Video,No
user_941,Multi-modal Learning,7,7,None,HIGH,Hands-on Coding,Yes
user_047,Vector Search,3,2,Misused activation function,LOW,Peer Discussion,No
user_144,Diffusion Models,9,7,Incorrect embedding interpretation,LOW,Peer Discussion,No
user_062,Vector Search,3,1,None,LOW,Video,No
user_929,Gradient Descent,9,9,Incorrect weight initialization,LOW,Peer Discussion,No
user_425,Multi-modal Learning,9,9,Confused batch vs. stochastic gradient descent,HIGH,Peer Discussion,No
user_536,Transformers,4,2,Confused batch vs. stochastic gradient descent,HIGH,Hands-on Coding,No
user_768,LLMs in Real-World Applications,8,7,Misclassified overfitting vs underfitting,MEDIUM,Video,No
user_441,RNNs,10,8,None,LOW,Video,No
user_752,GANs,5,4,Misunderstood positional encoding in transformers,MEDIUM,Video,No
user_752,Zero-shot Learning,5,5,None,LOW,Hands-on Coding,No
user_969,Vector Search,4,3,Confused batch vs. stochastic gradient descent,MEDIUM,Reading & Notes,No
user_498,Overfitting and Regularization,10,9,Misunderstood positional encoding in transformers,HIGH,Hands-on Coding,Yes
user_887,Ethical AI,6,6,Confused batch vs. stochastic gradient descent,MEDIUM,Video,No
user_626,Few-shot Learning,8,8,None,MEDIUM,Hands-on Coding,No
user_875,Gradient Descent,8,6,Misused activation function,MEDIUM,Video,No
user_015,Gradient Descent,5,5,Confused batch vs. stochastic gradient descent,MEDIUM,Peer Discussion,No
user_193,Overfitting and Regularization,1,1,None,LOW,Hands-on Coding,No
user_284,Explainability in AI,2,1,None,MEDIUM,Peer Discussion,No
user_881,Multi-modal Learning,8,7,None,MEDIUM,Reading & Notes,No
user_817,GANs,2,1,Misused dropout layers,LOW,Hands-on Coding,No
user_915,Ethical AI,8,8,Incorrect weight initialization,HIGH,Hands-on Coding,Yes
user_470,Self-supervised Learning,7,6,Misunderstood positional encoding in transformers,LOW,Reading & Notes,No
user_464,Gradient Descent,6,4,Misused activation function,MEDIUM,Reading & Notes,No
user_587,Neural Networks,10,10,Misused dropout layers,HIGH,Reading & Notes,No
user_626,Explainability in AI,7,5,None,MEDIUM,Hands-on Coding,No
user_207,Multi-modal Learning,6,5,Confused convolutional filters,MEDIUM,Peer Discussion,No
user_436,Zero-shot Learning,7,5,None,LOW,Video,No
user_548,Optimization Techniques,10,9,None,MEDIUM,Video,No
user_117,Diffusion Models,6,6,None,HIGH,Hands-on Coding,Yes
user_315,Explainability in AI,3,2,None,MEDIUM,Hands-on Coding,No
user_941,Self-supervised Learning,5,3,None,HIGH,Reading & Notes,Yes
user_957,Ethical AI,3,2,None,HIGH,Reading & Notes,Yes
user_648,CNNs,4,2,None,MEDIUM,Video,No
user_444,RNNs,4,2,None,MEDIUM,Hands-on Coding,No
user_451,RNNs,7,5,None,HIGH,Video,Yes
user_829,LLMs in Real-World Applications,7,7,None,HIGH,Video,Yes
user_354,Self-supervised Learning,10,9,Confused reinforcement learning reward shaping,HIGH,Peer Discussion,Yes
user_466,Gradient Descent,3,3,None,HIGH,Video,Yes
user_786,Diffusion Models,7,7,None,MEDIUM,Hands-on Coding,No
user_603,RNNs,6,4,Incorrect weight initialization,LOW,Video,No
user_036,Vector Search,10,8,Incorrect weight initialization,HIGH,Hands-on Coding,Yes
user_189,CNNs,5,4,Failed to normalize input data,MEDIUM,Hands-on Coding,No
user_109,Vector Search,8,6,None,LOW,Peer Discussion,No
user_863,Explainability in AI,9,9,Incorrect weight initialization,LOW,Peer Discussion,No
user_528,Ethical AI,7,6,Misclassified overfitting vs underfitting,MEDIUM,Reading & Notes,No
user_394,Neural Networks,5,3,Confused batch vs. stochastic gradient descent,MEDIUM,Reading & Notes,No
user_298,GANs,3,3,Confused batch vs. stochastic gradient descent,MEDIUM,Reading & Notes,No
user_467,Neural Networks,7,5,Confused batch vs. stochastic gradient descent,HIGH,Hands-on Coding,Yes
user_336,Backpropagation,8,7,None,HIGH,Reading & Notes,Yes
user_977,Vector Search,10,8,None,MEDIUM,Video,No
user_385,Self-supervised Learning,2,1,None,LOW,Hands-on Coding,No
user_033,LLMs in Real-World Applications,1,1,None,MEDIUM,Peer Discussion,No
user_445,Ethical AI,7,5,Incorrect weight initialization,MEDIUM,Reading & Notes,No
user_627,Explainability in AI,1,1,Misclassified overfitting vs underfitting,MEDIUM,Hands-on Coding,No
user_063,Vector Search,1,1,Incorrect weight initialization,MEDIUM,Reading & Notes,No
user_741,Ethical AI,6,4,None,LOW,Video,No
user_018,Vector Search,5,4,None,MEDIUM,Peer Discussion,No
user_264,Explainability in AI,3,1,Incorrect embedding interpretation,MEDIUM,Hands-on Coding,No
user_622,RNNs,1,1,Misclassified overfitting vs underfitting,LOW,Peer Discussion,No
user_198,RNNs,2,1,None,MEDIUM,Reading & Notes,No
user_947,LLMs in Real-World Applications,3,3,Misunderstood positional encoding in transformers,LOW,Reading & Notes,No
user_966,Ethical AI,8,7,Incorrect embedding interpretation,MEDIUM,Peer Discussion,No
user_072,Ethical AI,2,1,Incorrect embedding interpretation,LOW,Peer Discussion,No
user_903,RNNs,10,8,None,LOW,Peer Discussion,No
user_155,LLMs in Real-World Applications,4,4,Failed to normalize input data,LOW,Video,No
user_263,Overfitting and Regularization,3,2,Misused dropout layers,LOW,Peer Discussion,No
user_901,Self-supervised Learning,1,1,Misused dropout layers,MEDIUM,Peer Discussion,No
user_600,Optimization Techniques,10,8,None,HIGH,Reading & Notes,No
user_077,Overfitting and Regularization,3,1,Misunderstood positional encoding in transformers,LOW,Video,No
user_528,Explainability in AI,7,6,None,HIGH,Peer Discussion,Yes
user_719,LLMs in Real-World Applications,5,5,Incorrect weight initialization,LOW,Reading & Notes,No
user_073,Backpropagation,10,10,Incorrect embedding interpretation,MEDIUM,Peer Discussion,No
user_871,Zero-shot Learning,7,7,Misused dropout layers,LOW,Hands-on Coding,No
user_853,Vector Search,8,7,None,MEDIUM,Peer Discussion,No
user_098,RNNs,8,8,None,LOW,Video,No
user_297,Overfitting and Regularization,8,7,Misclassified overfitting vs underfitting,MEDIUM,Reading & Notes,No
user_871,Gradient Descent,2,1,None,HIGH,Hands-on Coding,Yes
user_192,Backpropagation,9,9,None,HIGH,Peer Discussion,Yes
user_339,Autoencoders,4,3,None,MEDIUM,Hands-on Coding,No
user_809,LLMs in Real-World Applications,9,7,Incorrect embedding interpretation,MEDIUM,Peer Discussion,No
user_795,Vector Search,7,5,None,MEDIUM,Reading & Notes,No
user_417,LLMs in Real-World Applications,2,1,None,LOW,Peer Discussion,No
user_579,Backpropagation,5,4,Confused batch vs. stochastic gradient descent,LOW,Peer Discussion,No
user_428,Backpropagation,6,6,None,LOW,Reading & Notes,No
user_799,Few-shot Learning,10,9,None,HIGH,Hands-on Coding,No
user_396,Backpropagation,5,5,None,HIGH,Hands-on Coding,Yes
user_419,Attention Mechanisms,10,8,Failed to normalize input data,HIGH,Peer Discussion,Yes
user_360,Diffusion Models,6,6,Misused activation function,HIGH,Reading & Notes,No
user_652,Zero-shot Learning,8,7,None,MEDIUM,Reading & Notes,No
user_251,Reinforcement Learning,2,1,None,HIGH,Video,No
user_578,Attention Mechanisms,4,4,Incorrect weight initialization,HIGH,Video,Yes
user_643,Word Embeddings,9,7,None,MEDIUM,Reading & Notes,No
user_611,Reinforcement Learning,1,1,None,LOW,Video,No
user_465,Autoencoders,6,4,Misunderstood positional encoding in transformers,HIGH,Video,Yes
user_035,Transformers,4,4,None,HIGH,Reading & Notes,No
user_738,Explainability in AI,9,8,Misused dropout layers,HIGH,Hands-on Coding,No
user_948,CNNs,2,2,None,HIGH,Hands-on Coding,No
user_457,Overfitting and Regularization,2,2,Misused dropout layers,HIGH,Hands-on Coding,No
user_844,Reinforcement Learning,5,5,Misunderstood positional encoding in transformers,HIGH,Video,No
user_296,Few-shot Learning,5,3,Incorrect weight initialization,HIGH,Peer Discussion,Yes
user_501,Neural Networks,3,2,Misused dropout layers,HIGH,Peer Discussion,Yes
user_933,RNNs,6,5,Incorrect weight initialization,LOW,Peer Discussion,No
user_542,RNNs,7,5,Misused activation function,HIGH,Reading & Notes,Yes
user_727,CNNs,1,1,Misclassified overfitting vs underfitting,MEDIUM,Peer Discussion,No
user_711,GANs,10,8,Incorrect weight initialization,HIGH,Reading & Notes,No
user_867,LLMs in Real-World Applications,5,3,None,MEDIUM,Hands-on Coding,No
user_149,Self-supervised Learning,2,1,Misused dropout layers,HIGH,Reading & Notes,No
user_515,Autoencoders,9,9,None,HIGH,Peer Discussion,No
user_630,Backpropagation,3,3,None,MEDIUM,Hands-on Coding,No
user_611,Ethical AI,9,8,Misclassified overfitting vs underfitting,LOW,Reading & Notes,No
user_853,Gradient Descent,1,1,None,LOW,Hands-on Coding,No
user_169,LLMs in Real-World Applications,8,7,Confused convolutional filters,LOW,Reading & Notes,No
user_188,Word Embeddings,8,8,None,MEDIUM,Peer Discussion,No
user_284,Autoencoders,3,1,None,MEDIUM,Hands-on Coding,No
user_612,Diffusion Models,6,6,None,HIGH,Hands-on Coding,No
user_396,Reinforcement Learning,3,1,Confused batch vs. stochastic gradient descent,HIGH,Peer Discussion,Yes
user_665,Overfitting and Regularization,5,3,None,LOW,Hands-on Coding,No
user_705,Word Embeddings,7,5,None,LOW,Reading & Notes,No
user_761,Reinforcement Learning,2,1,Misclassified overfitting vs underfitting,MEDIUM,Hands-on Coding,No
user_184,RNNs,5,4,Misclassified overfitting vs underfitting,MEDIUM,Peer Discussion,No
user_412,Gradient Descent,9,9,None,LOW,Reading & Notes,No
user_795,GANs,6,6,Misused dropout layers,LOW,Peer Discussion,No
user_877,Explainability in AI,2,1,None,MEDIUM,Reading & Notes,No
user_236,LLMs in Real-World Applications,2,1,Misunderstood positional encoding in transformers,HIGH,Hands-on Coding,Yes
user_914,Overfitting and Regularization,6,5,None,LOW,Peer Discussion,No
user_044,Vector Search,8,7,Misunderstood positional encoding in transformers,MEDIUM,Reading & Notes,No
user_728,Attention Mechanisms,8,8,Incorrect embedding interpretation,MEDIUM,Video,No
user_782,Gradient Descent,5,4,None,LOW,Video,No
user_446,Multi-modal Learning,1,1,None,LOW,Hands-on Coding,No
user_103,Self-supervised Learning,1,1,Misclassified overfitting vs underfitting,HIGH,Reading & Notes,Yes
user_251,Multi-modal Learning,3,3,None,LOW,Peer Discussion,No
user_350,Few-shot Learning,7,7,Incorrect embedding interpretation,HIGH,Peer Discussion,No
user_372,Optimization Techniques,2,1,None,LOW,Reading & Notes,No
user_257,Neural Networks,7,7,Incorrect weight initialization,HIGH,Video,Yes
user_538,Ethical AI,2,1,Misused activation function,LOW,Peer Discussion,No
user_029,Reinforcement Learning,4,3,None,MEDIUM,Hands-on Coding,No
user_987,GANs,6,5,None,HIGH,Video,No
user_480,LLMs in Real-World Applications,1,1,None,MEDIUM,Peer Discussion,No
user_895,Explainability in AI,1,1,Failed to normalize input data,LOW,Hands-on Coding,No
user_002,Few-shot Learning,3,1,Failed to normalize input data,HIGH,Hands-on Coding,Yes
user_686,Explainability in AI,2,2,None,MEDIUM,Reading & Notes,No
user_119,Optimization Techniques,4,3,None,HIGH,Reading & Notes,Yes
user_350,Explainability in AI,6,4,None,LOW,Hands-on Coding,No
user_444,Gradient Descent,5,4,Confused convolutional filters,LOW,Video,No
user_625,CNNs,9,7,None,HIGH,Reading & Notes,Yes
user_237,Transformers,4,4,Misused dropout layers,MEDIUM,Peer Discussion,No
user_003,Word Embeddings,3,2,Misunderstood positional encoding in transformers,HIGH,Peer Discussion,No
